1,False,4.33408153909177,[6.41549491],[5.6732856],[7.21595132 6.41400951 6.39881396 5.63320484],[5.83750518 7.84175928 4.33408154 6.02318851 4.99728274 5.00589634]
2,True,3.870880136255547,[5.82885912],[8.56036325],[5.54226363 5.02177577 6.46421336 6.44739535 5.66864747],[ 7.86107765  5.56070503  5.23894904  3.87088014 20.27020441]
3,False,4.930045833079355,[8.05983483],[6.81611826],[7.93174996 8.17305127 8.07470327],"[4.93004583 7.63244871 7.00825755 8.01356035 5.97032503 8.15436245
 6.00382788]"
4,False,4.032666404224564,[7.3918731],[4.91526409],[5.75572052 8.92052057 7.4993782 ],"[4.0326664  5.60468779 4.89523366 4.2843209  4.62388183 5.85655855
 5.10949947]"
5,True,6.80092508476697,[82.92114379],[10.24188606],[82.92114379],"[ 9.00432172  9.29681672 10.06003876  7.28710348  9.23823755 11.30324721
  6.80092508 21.79499817  7.39128586]"
6,False,4.933667259855831,[7.96614628],[6.09583127],[5.4049423  8.45379496 9.24999537 8.75585249],[4.93366726 5.19220945 6.97495001 6.27034504 8.16376947 5.0400464 ]
7,False,3.959537957721661,[10.80721595],[5.71978695],[10.80721595],"[6.43883325 4.87142962 4.9725965  5.97650896 3.95953796 6.25985249
 7.27136811 6.15491186 5.57304383]"
8,True,7.85078516429903,[17.59313115],[9.53458257],[ 9.05142021 21.05812395 10.365809   29.89717144],[10.6269121   7.85078516  9.43636535  9.21739481  9.06840888 11.00762913]
9,False,5.2156267393919435,[9.56673253],[7.53507469],[9.67709723 9.45636782],"[ 8.102634    5.21562674 10.13704127  8.16117443  7.23768817  6.36125833
  6.61088898  8.45428557]"
10,False,4.304052370893736,[8.06693406],[5.68922905],[8.69594023 9.08699698 6.41786498],"[7.04241926 5.76897798 4.65730317 5.70609692 7.51124446 4.83450918
 4.30405237]"
11,False,4.3500053512547625,[11.34693915],[6.85200624],[11.34693915],"[11.07662647  4.54068783  5.79794288  6.96308667  6.60370782  6.92033821
  7.28016192  4.35000535  8.135499  ]"
12,False,3.730030228218002,[6.09027396],[5.02558967],[4.64645476 6.50917794 7.11518916],"[5.34557973 5.4978232  3.73003023 4.6615725  3.75518281 4.47382364
 7.7151156 ]"
13,False,4.132986172280901,[7.07114064],[8.69464812],[5.33293327 8.96736804 4.70950865 9.2747526 ],[ 4.13298617 24.84117409  5.39636858  6.02124917  6.2552906   5.52082013]
14,False,3.690232460939672,[6.32232497],[5.61930353],[4.72079021 5.95010122 7.70013095 6.9182775 ],[3.90679503 6.30821661 7.21759761 5.30622991 3.69023246 7.28674957]
15,True,5.548748055166751,[64.91471914],[9.82959261],[180.20389835   6.74677091   7.79348817],"[25.73342399  7.4248614   6.61324031  8.05079569  5.54874806  7.77222562
  7.6638532 ]"
