flr,attacker_idxs,pred_idxs_1,pred_idxs_2,true_positive_1,true_positive_2,false_negative_1,false_negative_2,false_positive_1,false_positive_2,missed_idxs_1,missed_idxs_2,freq,t_score,num_dps,saved_pairwise_sim
1,[4],"[0, 4, 5, 7, 9]",[5 7 8 9],1.0,0.0,0.0,1.0,0.4444444444444444,0.4444444444444444,[],[4],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.45674547]
 [0.17992846]
 [0.00539519]
 [0.        ]
 [1.        ]
 [0.72344356]
 [0.00243771]
 [0.34229933]
 [0.23161292]
 [0.25502398]]","[321, 398, 169, 285, 600, 321, 201, 250, 313, 285]","[[1.         0.73460093 0.12987362 0.03428509 0.79299792 0.24297557
  0.43481718 0.         0.12238756 0.63584664 1.         0.94053288
  0.6904748  0.6246118  0.82583966 0.52799549 0.77774234 0.59010075
  0.63391636 0.66677695]
 [0.72890851 1.         0.30953812 0.30163347 0.86115452 0.
  0.73312019 0.09012335 0.05710043 0.29468699 0.9150146  1.
  0.54365821 0.58555635 0.8810744  0.32545094 0.74519384 0.44932848
  0.44648978 0.42052331]
 [0.12349497 0.31908135 1.         0.70534655 0.31232    0.3703024
  0.78708754 0.84972872 0.53859832 0.05782625 0.70663521 0.69735408
  1.         0.85788142 0.552639   0.59818889 0.92469123 0.91377603
  0.77004585 0.40993135]
 [0.20729857 0.43878718 0.75989557 1.         0.35446635 0.19869708
  0.59304768 0.57604058 0.52983189 0.23225034 0.47844309 0.59707967
  0.79166608 1.         0.41480114 0.34420632 0.72327092 0.71351241
  0.64213835 0.25366153]
 [0.78038955 0.85579058 0.27574313 0.16567265 1.         0.10960378
  0.65510518 0.08104791 0.         0.34569283 0.63101976 0.82369614
  0.         0.10764792 1.         0.         0.47251361 0.
  0.         0.        ]
 [0.22673839 0.         0.36147705 0.00286818 0.14272222 1.
  0.12013202 0.59963248 0.68165551 0.70446959 0.         0.
  0.10181908 0.         0.         1.         0.         0.58224316
  0.68526332 0.57349427]
 [0.3957314  0.72065538 0.77401996 0.46994139 0.65242427 0.07903734
  1.         0.60530994 0.25449792 0.         0.72005495 0.77542646
  0.89991946 0.7491294  0.68640187 0.40548583 1.         0.81940471
  0.59151112 0.21287119]
 [0.         0.10922923 0.8508223  0.48350802 0.1338072  0.60803949
  0.63083959 1.         0.75194433 0.17956939 0.35292392 0.39172012
  0.85638684 0.67449104 0.25488317 0.68872235 0.77365621 1.
  0.78882467 0.27310471]
 [0.06893272 0.02067426 0.51405696 0.3923259  0.         0.6693572
  0.26024813 0.73683546 1.         0.5882144  0.31671647 0.27709891
  0.54715464 0.51925507 0.11901852 0.72272281 0.39468031 0.75031895
  1.         0.68686288]
 [0.61066325 0.26174497 0.         0.         0.34060681 0.69066664
  0.         0.12283169 0.5850135  1.         0.52299982 0.419567
  0.10880224 0.23104972 0.32433774 0.71182618 0.10543221 0.34086079
  0.75984179 1.        ]]"
2,[7],"[1, 2, 4, 7, 9]",[0 3 6 7 8],1.0,1.0,0.0,0.0,0.4444444444444444,0.4444444444444444,[],[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.11234236]
 [1.        ]
 [0.46144366]
 [0.        ]
 [0.56644492]
 [0.26923916]
 [0.22858094]
 [0.50246352]
 [0.3807184 ]
 [0.65184743]]","[231, 443, 151, 230, 224, 126, 292, 600, 275, 375]","[[1.         0.08681005 0.04113817 0.61455111 0.13516489 0.28766417
  0.60033229 0.46610275 0.76934218 0.53742855 1.         0.1761885
  0.01905507 0.79867613 0.28702031 0.50186199 0.72767169 0.60072231
  0.83115643 0.61311495]
 [0.01527225 1.         0.66891424 0.         0.64634446 0.48664947
  0.         0.         0.06837334 0.5160189  0.         1.
  0.05139973 0.         0.42000279 0.         0.         0.
  0.         0.33583136]
 [0.         0.67979403 1.         0.25158977 0.39798483 0.49199732
  0.241568   0.50745617 0.         0.11164968 0.56501095 0.65346685
  1.         0.70518217 0.70552864 0.77915867 0.71962514 0.73495059
  0.51154728 0.50668881]
 [0.58435568 0.         0.22616069 1.         0.12729945 0.20330467
  0.71830052 0.84030498 0.59286533 0.1879146  0.84552984 0.36791255
  0.48988351 1.         0.65816737 0.77863055 0.87098905 0.82797763
  0.82305514 0.66447207]
 [0.17069257 0.68550945 0.44646423 0.2239451  1.         0.52505807
  0.31094861 0.04879731 0.30749075 0.48099683 0.60129007 0.73280173
  0.62864501 0.75085964 1.         0.7863416  0.68629725 0.5393111
  0.63787198 0.77431328]
 [0.37556712 0.58268892 0.57300481 0.35235325 0.56583055 1.
  0.44763791 0.3101859  0.17089118 0.09493704 0.77754503 0.63210806
  0.7775978  0.87115701 0.82937899 1.         0.82753192 0.66507562
  0.69757681 0.68678318]
 [0.58562676 0.03852598 0.24601053 0.72915322 0.2549902  0.3466957
  1.         0.66997786 0.72129686 0.         0.75390515 0.25554647
  0.42863305 0.8480548  0.49306979 0.6509995  1.         0.73373542
  0.83344341 0.34256944]
 [0.46177127 0.06512376 0.52388695 0.85070486 0.         0.20669482
  0.67910744 1.         0.3786128  0.0111675  0.51532882 0.
  0.27445342 0.72785036 0.         0.08961209 0.64233553 1.
  0.43120275 0.        ]
 [0.75944624 0.09898748 0.         0.60624416 0.2468399  0.01359664
  0.71965478 0.3571686  1.         0.57091502 0.8467164  0.25210778
  0.         0.79063707 0.41211361 0.38520005 0.83267407 0.57460096
  1.         0.64927348]
 [0.55197627 0.56529412 0.17498385 0.27059486 0.47578438 0.
  0.06582217 0.0499735  0.60150621 1.         0.76859668 0.67273931
  0.3346121  0.73844261 0.75861308 0.58049198 0.56486123 0.50726265
  0.7689292  1.        ]]"
3,[],"[1, 2, 6, 7, 8]",[1 2 6],0.0,0.0,1.0,1.0,0.5,0.3,[],[],"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1]","[[0.02503117]
 [1.        ]
 [0.94919404]
 [0.11299149]
 [0.16138445]
 [0.15463812]
 [0.73297139]
 [0.51325284]
 [0.33142997]
 [0.        ]]","[110, 257, 294, 286, 341, 265, 282, 284, 313, 193]","[[1.         0.20362867 0.         0.57843368 0.7343429  0.90829104
  0.15348433 0.18604979 0.58346785 0.81084235 1.         0.52029253
  0.32001863 0.69634045 0.82835556 0.94044232 0.34134046 0.62160477
  0.78837402 0.87873953]
 [0.17185484 1.         0.77846373 0.         0.04673703 0.2017904
  0.69962639 0.32452219 0.34118535 0.03089492 0.06019234 1.
  0.51734381 0.         0.         0.         0.59164213 0.
  0.2751644  0.        ]
 [0.         0.78696347 1.         0.17949153 0.         0.
  0.73567855 0.         0.40239069 0.         0.20269289 0.71112896
  1.         0.40149728 0.23068022 0.16711383 0.7211141  0.07018397
  0.54202436 0.19661562]
 [0.5616139  0.         0.14675465 1.         0.43176856 0.52010989
  0.14871852 0.35939242 0.70287179 0.54299437 0.40509251 0.
  0.         1.         0.55041424 0.45569958 0.         0.29089266
  0.57446175 0.52387396]
 [0.7571989  0.16217929 0.08603571 0.50058265 1.         0.81611784
  0.48966501 0.0011433  0.20933793 0.9064006  0.7825419  0.35332903
  0.16876439 0.70926594 1.         0.85994374 0.51123155 0.53067586
  0.45878632 0.96305099]
 [0.90857399 0.23478392 0.00308532 0.53994588 0.79942889 1.
  0.29497933 0.10194194 0.41044317 0.82861272 0.94708873 0.54653068
  0.36894467 0.75317646 0.90178743 1.         0.50005502 0.75415124
  0.71830182 0.91356936]
 [0.09451232 0.69102842 0.71726475 0.12435138 0.40272592 0.24353053
  1.         0.04213769 0.         0.3153365  0.         0.68354101
  0.63889214 0.22504495 0.41427157 0.14562052 1.         0.02930471
  0.         0.32660944]
 [0.36814249 0.49575506 0.22371478 0.52178576 0.15161051 0.30069322
  0.30485267 1.         0.65745244 0.33824582 0.74918384 0.66166466
  0.47437228 0.76008393 0.75445172 0.81657122 0.57620701 1.
  0.73544203 0.76061316]
 [0.55445038 0.32232737 0.36075859 0.69436677 0.07464319 0.36742033
  0.         0.5279944  1.         0.34315283 0.71096982 0.49469777
  0.46655708 0.70334594 0.41655879 0.56694024 0.10042953 0.4548887
  1.         0.51852755]
 [0.81216201 0.07457862 0.00697652 0.56359451 0.89830413 0.82928168
  0.36439231 0.15348453 0.39021561 1.         0.83932855 0.32367261
  0.09214972 0.67798292 0.9613565  0.87109292 0.4123111  0.52146921
  0.53289264 1.        ]]"
4,[5],"[1, 3, 5, 6, 8]",[1 3 5 6 8],1.0,1.0,0.0,0.0,0.4444444444444444,0.4444444444444444,[],[],"[1, 1, 1, 1, 2, 1, 1, 1, 1, 1]","[[0.14586328]
 [0.79947962]
 [0.13551805]
 [1.        ]
 [0.00121886]
 [0.87826229]
 [0.42004385]
 [0.12105984]
 [0.55512077]
 [0.28386489]]","[116, 199, 289, 292, 201, 600, 139, 204, 300, 204]","[[1.         0.         0.87166846 0.05746382 0.85800138 0.41961013
  0.20354744 0.75381327 0.34046561 0.66151635 1.         0.4239816
  0.91062025 0.29053689 0.91897181 0.5481202  0.59887219 0.90167798
  0.63410516 0.81985724]
 [0.         1.         0.         0.78183463 0.07334613 0.34100744
  0.38921852 0.01471947 0.685932   0.09264122 0.50452193 1.
  0.57248166 0.76411504 0.53283221 0.42940123 0.70686483 0.59256575
  0.86808917 0.61333182]
 [0.87221255 0.00423973 1.         0.19640906 0.86201975 0.38140286
  0.34050728 0.7027659  0.16548278 0.62823133 0.92688417 0.59342661
  1.         0.41963382 0.93087198 0.55351845 0.74727217 0.93494301
  0.67019855 0.82543463]
 [0.05012785 0.7801366  0.18670639 1.         0.         0.25761122
  0.55486993 0.02198863 0.45095306 0.20075523 0.         0.61347075
  0.         1.         0.         0.06499716 0.46202029 0.
  0.51101573 0.26105771]
 [0.85689618 0.06613378 0.86035375 0.         1.         0.47196166
  0.2918186  0.70149873 0.28736493 0.57730909 0.89893816 0.32261453
  0.89460188 0.11512712 1.         0.59472323 0.62837449 0.8627125
  0.53138549 0.72358309]
 [0.46635554 0.39408362 0.42880382 0.32267601 0.51824025 1.
  0.         0.         0.         0.         0.31879131 0.
  0.17721099 0.         0.51015589 1.         0.         0.01753717
  0.         0.        ]
 [0.348274   0.50020605 0.4580486  0.63856938 0.42498056 0.11003495
  1.         0.52194191 0.45863317 0.33526727 0.56243952 0.62826353
  0.66299518 0.58365721 0.67498023 0.2764008  1.         0.73466472
  0.67854571 0.65875623]
 [0.79896103 0.19540838 0.75624168 0.20751257 0.75812295 0.11185593
  0.52292007 1.         0.59189173 0.55827363 0.9067717  0.55087584
  0.92459179 0.32729171 0.89562971 0.38204644 0.76935893 1.
  0.74157654 0.78158073]
 [0.39358543 0.71122747 0.22942895 0.49907289 0.34982203 0.
  0.39169878 0.54049317 1.         0.58425116 0.44841362 0.76882033
  0.39223243 0.47702376 0.43360173 0.         0.55575644 0.58914155
  1.         0.59782224]
 [0.71700798 0.2413953  0.68785637 0.3369456  0.64933512 0.09070605
  0.32083013 0.54775455 0.62196209 1.         0.83532661 0.58908029
  0.80492912 0.52076673 0.79740899 0.39361371 0.71403293 0.78942801
  0.75612492 1.        ]]"
5,[8],"[0, 1, 3, 5, 6, 8]",[1 3 5 6 8],1.0,1.0,0.0,0.0,0.5555555555555556,0.4444444444444444,[],[],"[1, 1, 1, 2, 1, 1, 1, 1, 1, 1]","[[0.63207437]
 [1.        ]
 [0.45233718]
 [0.86226368]
 [0.18929053]
 [0.92849719]
 [0.6837162 ]
 [0.22019742]
 [0.62836925]
 [0.        ]]","[302, 257, 260, 282, 180, 261, 393, 104, 600, 267]","[[1.00000000e+00 1.38922893e-01 6.15074720e-01 6.26761456e-01
  6.14367366e-01 5.40837560e-01 6.08233045e-02 2.91290033e-01
  0.00000000e+00 5.24929954e-01 1.00000000e+00 1.07222734e-01
  5.75925037e-01 4.08584305e-01 7.33048843e-01 7.27672268e-01
  2.27243186e-01 4.65930446e-01 1.06395214e-01 7.42368658e-01]
 [2.69567543e-01 1.00000000e+00 9.09336684e-02 5.42067466e-01
  0.00000000e+00 6.06988330e-01 4.73879835e-01 2.40191415e-01
  3.03780501e-01 1.40169989e-01 6.05706991e-02 1.00000000e+00
  5.96999371e-02 3.07505290e-01 0.00000000e+00 5.85495172e-01
  7.00721579e-01 3.56223657e-01 6.98367275e-02 3.18011728e-01]
 [6.66143090e-01 7.05168106e-02 1.00000000e+00 4.50827368e-01
  2.52671580e-01 6.66223462e-02 1.55910398e-02 6.45694981e-01
  2.55823247e-01 6.32911632e-01 5.25433425e-01 0.00000000e+00
  1.00000000e+00 2.95958130e-01 1.61348185e-01 1.35147009e-01
  0.00000000e+00 6.60701993e-01 0.00000000e+00 5.16289701e-01]
 [6.31776156e-01 4.67415037e-01 3.75330449e-01 1.00000000e+00
  2.48978944e-01 5.77048115e-01 0.00000000e+00 0.00000000e+00
  2.74567563e-01 0.00000000e+00 3.95952034e-01 3.27837838e-01
  3.57426881e-01 1.00000000e+00 1.07593446e-03 4.46381008e-01
  9.81214401e-02 0.00000000e+00 8.73083737e-02 0.00000000e+00]
 [6.77156131e-01 1.30826134e-02 2.78649512e-01 3.62697677e-01
  1.00000000e+00 1.66876735e-01 3.20957031e-01 3.21424719e-01
  4.03781936e-01 6.41086266e-01 7.97469468e-01 2.78995929e-01
  4.31427470e-01 2.57985158e-01 1.00000000e+00 6.58865665e-01
  5.14056557e-01 5.53095520e-01 6.26935629e-01 8.67466317e-01]
 [6.10349928e-01 6.06834111e-01 8.67665331e-02 6.36190572e-01
  1.55501555e-01 1.00000000e+00 4.37424847e-01 9.46436075e-02
  1.51389481e-01 1.60082160e-01 7.37413329e-01 6.20169860e-01
  2.54807309e-01 4.77347287e-01 5.66441659e-01 1.00000000e+00
  6.91417191e-01 4.05889039e-01 1.38359121e-01 6.46228057e-01]
 [1.72523369e-01 4.53543835e-01 0.00000000e+00 1.06935119e-01
  2.85360747e-01 4.15908955e-01 1.00000000e+00 4.78457011e-01
  4.90550839e-01 3.91246952e-01 3.35700661e-01 7.55501949e-01
  2.31813868e-01 2.40914913e-01 4.49385040e-01 7.24886504e-01
  1.00000000e+00 5.72084676e-01 4.96547620e-01 5.83987822e-01]
 [3.36001406e-01 1.60801313e-01 6.17270456e-01 5.03289511e-02
  2.40587318e-01 4.37888743e-04 4.45399413e-01 1.00000000e+00
  4.67053558e-01 8.22491831e-01 4.69735996e-01 3.92553044e-01
  6.98962138e-01 2.78892506e-02 4.15142131e-01 3.88239994e-01
  5.05767628e-01 1.00000000e+00 3.46338660e-01 8.06276480e-01]
 [0.00000000e+00 1.79255182e-01 1.41990483e-01 2.64688194e-01
  2.87825689e-01 0.00000000e+00 4.21780924e-01 4.31166818e-01
  1.00000000e+00 4.56120024e-01 0.00000000e+00 1.07803783e-02
  0.00000000e+00 0.00000000e+00 4.49725240e-01 0.00000000e+00
  3.44621883e-01 2.63262139e-01 1.00000000e+00 3.18426460e-01]
 [5.31312826e-01 0.00000000e+00 5.82446526e-01 0.00000000e+00
  5.77042505e-01 2.35414318e-02 3.18355158e-01 8.13084574e-01
  4.63427370e-01 1.00000000e+00 7.54609179e-01 3.82672613e-01
  5.88290927e-01 6.74308665e-02 8.33610013e-01 6.50536200e-01
  5.39059696e-01 8.14156386e-01 4.19880018e-01 1.00000000e+00]]"
6,[4],"[1, 3, 4, 6, 7]",[1 4 6 7 9],1.0,1.0,0.0,0.0,0.4444444444444444,0.4444444444444444,[],[],"[1, 1, 2, 1, 1, 1, 2, 1, 1, 1]","[[0.13317373]
 [0.23913924]
 [0.13032898]
 [0.46255999]
 [1.        ]
 [0.10085284]
 [0.57147412]
 [0.86573016]
 [0.21813857]
 [0.        ]]","[153, 141, 204, 259, 600, 252, 398, 348, 162, 291]","[[1.         0.         0.84458161 0.64992351 0.07098255 0.96187088
  0.30679302 0.29465487 0.57025949 0.47385122 1.         0.44800001
  0.90385253 0.80182965 0.52399952 0.95064737 0.53954455 0.53907436
  0.87463102 0.46432148]
 [0.14208306 1.         0.36470757 0.13974752 0.60248814 0.25826485
  0.30870809 0.31128741 0.33471271 0.76616787 0.14015732 1.
  0.29190104 0.39628811 0.61686623 0.16516684 0.40599542 0.2585407
  0.48829346 0.71406292]
 [0.83270671 0.20291511 1.         0.65936554 0.         0.8816069
  0.13131745 0.39736216 0.46711202 0.63116616 0.89218187 0.4902374
  1.         0.90296106 0.46622119 0.87104143 0.44193312 0.52874491
  0.81155624 0.50730997]
 [0.67459858 0.06795434 0.70584993 1.         0.38137286 0.56699079
  0.66275286 0.         0.48090629 0.17957517 0.70082189 0.4148854
  0.86935788 1.         0.5622147  0.62152414 0.56903846 0.28138129
  0.67558553 0.16434776]
 [0.         0.50125217 0.         0.2836115  1.         0.
  0.8382317  0.16967337 0.27819698 0.2646424  0.         0.48327067
  0.         0.39079614 1.         0.         0.83745886 0.
  0.52254566 0.0042896 ]
 [0.95951777 0.08206633 0.88322283 0.50540659 0.01364885 1.
  0.14515126 0.4171619  0.54116044 0.64205029 0.93241891 0.26610382
  0.84252518 0.65670939 0.34818814 1.         0.25244327 0.5402032
  0.77876562 0.46952146]
 [0.25516118 0.13420393 0.13286973 0.61015572 0.83852077 0.1348708
  1.         0.12146206 0.31522216 0.         0.37720914 0.48422001
  0.32688862 0.61389804 0.89535336 0.26161323 1.         0.35618363
  0.61795355 0.        ]
 [0.34437098 0.25381024 0.47960063 0.         0.28298319 0.48973386
  0.23999291 1.         0.         0.59893933 0.03166981 0.
  0.11713414 0.         0.         0.29458664 0.         1.
  0.         0.05885642]
 [0.62978839 0.33195189 0.57351522 0.5189026  0.42232137 0.62769669
  0.45097255 0.07319741 1.         0.46430626 0.85931636 0.63136671
  0.81142621 0.75886369 0.74496913 0.81870273 0.68303226 0.46585286
  1.         0.57367257]
 [0.4346623  0.70714111 0.63182524 0.05162155 0.26595644 0.63774557
  0.         0.53638983 0.33185271 1.         0.30051527 0.76030192
  0.42628812 0.27721611 0.3811086  0.49414394 0.03457311 0.41502503
  0.50390623 1.        ]]"
7,[2],"[2, 3, 4, 5, 6, 9]",[2 4 5],1.0,1.0,0.0,0.0,0.5555555555555556,0.2222222222222222,[],[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.0701902 ]
 [0.21363942]
 [0.70293307]
 [0.84098477]
 [1.        ]
 [0.54164464]
 [0.53333259]
 [0.        ]
 [0.10780124]
 [0.99271907]]","[279, 255, 600, 234, 33, 418, 266, 132, 288, 239]","[[1.         0.31287092 0.52032611 0.         0.09366033 0.30581676
  0.         0.18380136 0.59694766 0.07454664 1.         0.81856172
  0.41879793 0.31021427 0.37446404 0.57762027 0.45323859 0.68263692
  0.80286441 0.51438367]
 [0.43775754 1.         0.28679709 0.58940254 0.14602242 0.15341996
  0.57583502 0.65650134 0.72732162 0.37434497 0.83832067 1.
  0.48209186 0.74090892 0.57783893 0.62064881 0.8492821  0.88258336
  0.89258523 0.78140662]
 [0.49213464 0.07715174 1.         0.20316332 0.75253454 0.03233055
  0.32988346 0.00137847 0.         0.44138251 0.         0.
  1.         0.14833525 0.86854397 0.         0.         0.03829304
  0.         0.24747409]
 [0.         0.49819964 0.24739546 1.         0.50018204 0.17846059
  0.74158274 0.44357136 0.55716183 0.79316561 0.36942653 0.73420404
  0.54750132 1.         0.680446   0.4686892  0.82869775 0.70614807
  0.75385137 0.85597724]
 [0.13158001 0.         0.77605012 0.52109359 1.         0.04475434
  0.6320438  0.         0.0950255  0.83038258 0.2219049  0.41070467
  0.90496402 0.56518635 1.         0.27705118 0.55097472 0.51578985
  0.4115638  0.66562369]
 [0.33370605 0.00694233 0.12276434 0.21146653 0.04309685 1.
  0.18107724 0.1426493  0.43733692 0.         0.27326527 0.2675319
  0.         0.         0.         1.         0.1697026  0.
  0.51489276 0.        ]
 [0.00495559 0.48418736 0.3702179  0.74286335 0.61787995 0.1510274
  1.         0.56198932 0.47697302 0.66336333 0.58118369 0.87044177
  0.55480233 0.85646186 0.72348663 0.63035353 1.         0.88381713
  0.82408187 0.80194067]
 [0.35795327 0.66977457 0.2580593  0.56229629 0.17902121 0.29735245
  0.6537315  1.         0.65327973 0.22618098 0.74434712 0.89385529
  0.54973914 0.74105869 0.68642042 0.53181075 0.87781704 1.
  0.81734785 0.72727646]
 [0.57325939 0.64716805 0.         0.53113531 0.         0.37933227
  0.44347573 0.53332884 1.         0.36407103 0.74979256 0.84700628
  0.26232967 0.65824798 0.39958138 0.64215078 0.70851244 0.71221665
  1.         0.78270508]
 [0.1117274  0.26609244 0.49358827 0.80147538 0.83008827 0.
  0.67527881 0.0558079  0.42350195 1.         0.60994052 0.80296245
  0.64869351 0.87345436 0.78408011 0.5331636  0.79231404 0.7280645
  0.8624844  1.        ]]"
8,"[3, 6]","[3, 4, 5, 6, 8]",[3 5 6],1.0,1.0,0.0,0.0,0.375,0.125,[],[],"[1, 2, 1, 2, 2, 1, 1, 1, 1, 1]","[[0.40260636]
 [0.38216307]
 [0.        ]
 [0.78460089]
 [0.76249354]
 [0.72236187]
 [1.        ]
 [0.0149589 ]
 [0.41818891]
 [0.38348001]]","[276, 321, 170, 600, 257, 395, 600, 277, 264, 299]","[[1.         0.4940972  0.57120315 0.1935034  0.17229061 0.20753658
  0.35879548 0.12750141 0.68093808 0.27831558 1.         0.60608051
  0.69028422 0.37581006 0.45544907 0.53633053 0.36498852 0.41628704
  0.81787635 0.40616346]
 [0.42746055 1.         0.50521792 0.01257746 0.15417664 0.04337651
  0.27909854 0.67228495 0.4424232  0.4007709  0.51830418 1.
  0.50066744 0.04450648 0.29763232 0.33221786 0.22349012 0.62317739
  0.45298822 0.24304648]
 [0.43932409 0.42834245 1.         0.1163593  0.23482586 0.3627491
  0.         0.45255867 0.71443265 0.37828655 0.51226743 0.35695273
  1.         0.         0.40574857 0.45403602 0.         0.22189414
  0.58712343 0.06921861]
 [0.07564709 0.         0.2254478  1.         0.08962759 0.86485797
  0.84179362 0.         0.1624726  0.05203925 0.2108373  0.01210196
  0.19715564 1.         0.09185237 0.89070664 0.95227021 0.12344435
  0.29096443 0.16518904]
 [0.17744604 0.25727528 0.41845076 0.21835816 1.         0.18824813
  0.33050809 0.38350594 0.56359438 0.47486101 0.19806947 0.15414221
  0.44428764 0.05323273 1.         0.19106622 0.06485314 0.29167812
  0.61069173 0.3876824 ]
 [0.06513718 0.00282494 0.4250649  0.86090112 0.03638078 1.
  0.73174594 0.00679228 0.09766611 0.         0.42423995 0.32188646
  0.56949461 0.89265619 0.31790047 1.         0.85887928 0.29769887
  0.41446087 0.17451931]
 [0.16158922 0.16709038 0.         0.81951178 0.11911524 0.70267055
  1.         0.07400681 0.         0.10535777 0.         0.
  0.         0.94054913 0.         0.82103167 1.         0.
  0.         0.        ]
 [0.         0.66811062 0.52014219 0.         0.28898679 0.03504584
  0.18832386 1.         0.41583273 0.77159301 0.35891727 0.66155642
  0.45733101 0.23854464 0.47174069 0.37883771 0.30257692 1.
  0.62832482 0.81002403]
 [0.60006959 0.3824448  0.72624778 0.08404709 0.44955587 0.04124422
  0.04137421 0.36113169 1.         0.6144117  0.74471037 0.37295589
  0.63249044 0.21388686 0.62943687 0.33901787 0.10988033 0.52563171
  1.         0.64306127]
 [0.1486346  0.37536942 0.43908296 0.02428326 0.3766149  0.
  0.19284344 0.76490538 0.63710326 1.         0.10670888 0.068828
  0.11089026 0.00673654 0.37453271 0.         0.0447706  0.73979836
  0.61695221 1.        ]]"
9,[],"[1, 2, 3, 4, 5, 9]",[0 1 3 5 9],0.0,0.0,1.0,1.0,0.6,0.5,[],[],"[1, 1, 2, 1, 1, 3, 2, 1, 1, 2]","[[0.48666449]
 [1.        ]
 [0.77143817]
 [0.61117245]
 [0.98668219]
 [0.81270179]
 [0.29939515]
 [0.        ]
 [0.32951539]
 [0.90829626]]","[263, 147, 393, 309, 281, 282, 250, 110, 221, 292]","[[1.         0.50321584 0.         0.28794371 0.11164056 0.53853653
  0.27573872 0.09096766 0.2298871  0.52578354 1.         0.59724793
  0.21371542 0.30524174 0.25534603 0.58829453 0.46351709 0.44241625
  0.46087697 0.46130033]
 [0.49051439 1.         0.46213174 0.473948   0.3141375  0.41163426
  0.02540366 0.         0.04771932 0.60301297 0.67446535 1.
  0.82494505 0.7048132  0.54288906 0.67316505 0.56458222 0.74232214
  0.68969066 0.70088232]
 [0.         0.47554074 1.         0.31348712 0.62762021 0.07295873
  0.37408268 0.22504564 0.41133182 0.395158   0.17017211 0.7714279
  1.         0.6860028  0.64383631 0.30807019 0.57810687 0.70300743
  0.73620529 0.73004333]
 [0.31447664 0.50617575 0.33906827 1.         0.         0.20323196
  0.19646953 0.46186603 0.11645277 0.80238199 0.03042642 0.49033532
  0.5847931  1.         0.         0.20015736 0.24821481 0.66400529
  0.38264489 0.84576456]
 [0.14474296 0.35615574 0.64149598 0.         1.         0.1804953
  0.39137742 0.09916397 0.46071845 0.2933332  0.10697938 0.32178225
  0.59528589 0.14067009 1.         0.34798426 0.54970766 0.43224421
  0.60252616 0.43601515]
 [0.57089811 0.46653457 0.0531884  0.23043192 0.20847145 1.
  0.5163822  0.15500693 0.37445934 0.11634309 0.30454091 0.31694765
  0.04906072 0.03185046 0.08159118 1.         0.17444866 0.
  0.         0.0900204 ]
 [0.23786019 0.         0.34134752 0.12171837 0.33475826 0.45270867
  1.         0.60678277 0.95596144 0.         0.00411502 0.
  0.25792556 0.         0.30298702 0.09278039 1.         0.66403439
  0.88981579 0.        ]
 [0.24811818 0.19349682 0.35901721 0.53766927 0.22605863 0.24837654
  0.69092529 1.         0.63769246 0.24940386 0.30860988 0.60469645
  0.6510603  0.70146281 0.41296006 0.26594582 0.7755836  1.
  0.86675599 0.52802716]
 [0.21928263 0.05867356 0.40322587 0.06961803 0.43213245 0.31801957
  0.95757389 0.55593502 1.         0.03661459 0.3135894  0.51119966
  0.68176062 0.43677218 0.57801436 0.24627806 0.92442778 0.86318593
  1.         0.41790386]
 [0.5009822  0.59266517 0.36352504 0.78399784 0.22759311 0.
  0.         0.04506136 0.         1.         0.         0.31303293
  0.52516897 0.79484107 0.12700101 0.         0.         0.29342667
  0.15130449 1.        ]]"
