fl_iter,main_task_acc,backdoor_acc,raw_task_acc,adv_norm_diff,wg_norm
1,68.12,2.0408163265306123,83.4,0.0,37.29023742675781
2,74.57,14.285714285714286,95.1,0.0,37.30038833618164
3,75.41,13.775510204081632,94.9,0.0,37.302284240722656
4,74.24,3.5714285714285716,76.2,0.0,37.30266189575195
5,71.98,4.591836734693878,89.5,0.0,37.310516357421875
6,72.96,7.653061224489796,90.5,1.5176453590393066,37.320091247558594
7,74.41,7.653061224489796,90.5,0.0,37.32665252685547
8,75.62,3.5714285714285716,83.4,1.5836657285690308,37.32620620727539
9,74.01,2.5510204081632653,86.5,0.0,37.33097839355469
10,67.63,1.530612244897959,49.6,0.0,37.330745697021484
11,69.46,0.5102040816326531,53.4,0.0,37.33829879760742
12,77.07,8.16326530612245,89.2,0.0,37.34306335449219
13,71.44,5.1020408163265305,78.3,0.0,37.34400939941406
14,76.71,2.5510204081632653,79.4,0.0,37.34720230102539
15,77.1,4.081632653061225,87.4,0.0,37.35091018676758
16,75.53,5.1020408163265305,84.7,0.0,37.35296630859375
17,69.99,15.306122448979592,89.2,0.0,37.35885238647461
18,70.85,2.0408163265306123,81.8,1.8805487155914307,37.36543655395508
19,78.35,3.5714285714285716,90.1,0.0,37.367881774902344
20,70.6,3.061224489795918,85.7,1.834014654159546,37.368377685546875
21,75.12,4.081632653061225,83.7,2.004612684249878,37.376319885253906
22,72.66,8.673469387755102,87.9,0.0,37.37702941894531
23,77.06,3.5714285714285716,82.0,0.0,37.382991790771484
24,78.4,3.061224489795918,85.5,0.0,37.382362365722656
25,68.65,2.5510204081632653,86.0,0.0,37.384010314941406
26,76.56,6.122448979591836,90.9,1.7144876718521118,37.391414642333984
27,75.53,12.244897959183673,93.4,0.0,37.391014099121094
28,78.68,4.081632653061225,89.2,1.7543187141418457,37.391380310058594
29,78.97,3.061224489795918,89.4,1.7105951309204102,37.393985748291016
30,78.47,5.1020408163265305,90.9,2.069629192352295,37.393394470214844
31,67.04,6.122448979591836,91.8,0.0,37.39348602294922
32,67.14,8.673469387755102,92.7,0.0,37.39917755126953
33,70.05,1.530612244897959,83.1,0.0,37.40668487548828
34,67.45,5.612244897959184,84.7,1.78935968875885,37.40809631347656
35,72.62,5.612244897959184,90.2,0.0,37.41108703613281
36,72.12,11.224489795918368,95.7,1.8054485321044922,37.40974807739258
37,77.83,3.5714285714285716,85.6,0.0,37.410003662109375
38,72.98,8.673469387755102,90.0,1.6227595806121826,37.411529541015625
39,75.64,4.591836734693878,87.0,0.0,37.41649627685547
40,75.72,1.530612244897959,84.1,0.0,37.41450881958008
41,76.26,7.142857142857143,91.7,1.7737469673156738,37.4164924621582
42,67.21,10.714285714285714,93.2,0.0,37.422428131103516
43,73.37,3.061224489795918,81.3,0.0,37.42821502685547
44,70.33,3.061224489795918,66.6,0.0,37.42768096923828
45,65.53,0.5102040816326531,65.2,0.0,37.43135070800781
46,74.27,2.0408163265306123,78.7,0.0,37.433555603027344
47,74.21,6.63265306122449,89.8,0.0,37.43304443359375
48,74.63,0.5102040816326531,77.3,1.6908601522445679,37.43843078613281
