round,has_attacker,trusted_krum_s,adv_krum_s_avg,ben_krum_s_avg,adv_krum_s,ben_krum_s
14,True,5.679071561852613,13.46425332394378,10.658932496922777,[14.66469739 12.26380926],"[ 9.51388775  8.58065045 28.17051048 11.30752795  7.65612733  5.67907156
  6.23682503  8.12685942]"
15,True,6.9857324056815635,12.614090437418056,11.598479094299421,[12.61409044],"[ 6.98573241  8.17378233 13.12587664 28.89844736  8.50381074  9.42220165
  8.5247526   9.83070734 10.92100079]"
16,True,8.35867974474671,16.645088529554567,9.425708794594879,[27.50710692 12.8526575  10.60456941 29.41520953  8.5973977  10.89359011],[10.47066538  8.69124044 10.18224962  8.35867974]
17,True,5.477180705411744,24.317943634238915,7.668965602372684,[26.92138947 13.70763439 32.32480704],"[7.8075896  7.76485173 5.90044496 7.80434067 9.78542999 9.14292156
 5.47718071]"
18,True,8.34460308483115,21.591549584209186,11.019032853756078,[30.36112376 14.92410642 31.93650026  9.14446789],[13.34961765  8.41046097  8.34460308 14.71164826 11.08662903 10.21123812]
19,False,5.724847116298225,12.659725932202264,9.666656991389571,[12.35602534 14.08727319 11.53587927],"[11.08811526  5.72484712 15.62308392  6.7768752   7.52215597 11.67855666
  9.25296482]"
20,True,10.706820611283337,13.091418256628112,20.64690074377652,[12.54947797 13.56551197 13.15926483],"[11.35917086 15.6636105  10.70682061 33.36538608 23.10052762 36.09252005
 14.24026948]"
21,True,5.312832975846213,24.275592925238055,7.726863526834337,[31.68579642 11.40432736 29.736655  ],"[7.21431207 7.92832366 9.83075948 8.29051784 5.98113626 9.53016241
 5.31283298]"
22,False,4.823080559903961,7.113236331738302,7.491112035401312,[7.63015988 6.56320238 7.14634674],"[ 7.35294807  6.52171776  4.82308056 12.69604278  6.76875466  7.86480774
  6.41043269]"
23,True,8.312902447848007,12.866796362392941,16.639375630958252,[15.42578179 12.46245049 10.71215681],"[29.01671321 11.2856769   8.31290245 10.54535602 10.77990725 33.65870269
 12.8763709 ]"
24,True,4.827828976338083,21.44237222759,5.919132687362056,[35.92443518 13.73055834 29.21860119  6.8958942 ],[8.39108335 5.05017749 5.05580173 4.82782898 7.12559765 5.06430693]
25,True,5.078005846694666,20.882354760970028,6.480222540826261,[26.02440476 10.31752288 26.30513664],"[ 6.06476017  7.25659101  5.54675082  5.07800585  5.86277885  5.40238541
 10.15028568]"
26,False,6.624305834148199,8.074779638774562,12.903841753099575,[9.41925511 7.67425475 7.21913245 9.15579293 6.90546295],[ 9.54648664  6.62430583 26.91644106 10.06009983 11.3718754 ]
27,True,8.316684112529668,28.30299137413368,12.741010350197095,[33.66037403 34.53171627 16.71688383],"[ 9.63473987  8.31668411 11.3376935  30.77477639  8.63103927 10.65231082
  9.83982849]"
28,True,5.6909409132503725,10.244747346915835,13.275520926636078,[ 8.69622682  9.80609648 12.23191874],"[ 5.69094091  7.93260291  6.4800803   6.7641136  28.02252103 10.06564793
 27.97273982]"
29,True,8.165505925966688,19.129284461103012,10.21217641210285,[10.83534144  8.43269615 25.85988109 31.38921917],[ 9.71743354 11.49582996  9.73660978 11.85260217 10.30507709  8.16550593]
