1,True,6.881264408473477,[16.33314633],[8.20176757],[17.48259584 10.01704339 19.48760402 18.34534204],[6.88126441 8.93265729 9.12592626 7.35549014 8.74038626 8.17488108]
2,True,4.494325302449589,[12.65850314],[6.29262673],[ 7.29466963  6.16286137 11.45082938 17.35679062 21.02736472],[8.56356486 6.25006961 5.5227078  4.4943253  6.63246608]
3,True,7.114294941145314,[15.29505235],[8.65290697],[ 7.48817595  9.04992273 22.62844975 22.30863898 15.00007434],[9.85967963 8.81601973 8.68913721 7.11429494 8.78540331]
4,True,4.289096288526938,[21.95342254],[6.06270299],[20.67451293 23.23233215],"[4.28909629 7.04632809 7.95352093 6.57048443 4.69552771 5.55844959
 6.37182122 6.01639569]"
5,True,7.428366980166373,[84.80911205],[12.90793297],[84.80911205],"[10.50799331 22.05324254  9.86445082  8.29661261 10.88805472 10.56773784
  7.42836698 26.8708288   9.69410915]"
6,True,7.279692590337227,[21.21726621],[8.39324694],[28.94616316 27.29561104 11.22050252 17.4067881 ],[ 7.30991393  7.27969259  8.30380039  8.26613759 11.18151259  8.01842455]
7,True,13.949014657239463,[24.06087682],[16.16076989],[23.97119172 24.98319891 24.13530635 24.2202308  24.12966702 22.92566611],[16.5489592  13.94901466 18.14061836 16.00448735]
8,True,9.436848069821536,[13.31554728],[18.19447799],[11.28171272 11.45049214 21.71093703 11.142747   10.68859195 13.61880284],[ 9.43684807 25.6302687  12.67381856 25.03697661]
9,True,6.0754118637474654,[10.17429437],[10.52676606],[10.81557914 10.34487767  9.36420039 10.17252026],[ 6.45086088  9.67819498  8.29792707 25.01676843  6.07541186  7.64143317]
10,True,9.523102220882212,[21.85868294],[12.64389359],[11.95922978 11.84980647 28.67936669 28.90366433 27.9013474 ],[13.99749075 14.43982597 12.08819855 13.17085047  9.52310222]
11,True,5.983431893026484,[23.81776833],[9.33744818],[31.52628798 10.59367237 29.33334465],"[12.13826114  7.78620293  6.94780631  9.04138776  9.26369701 14.20135023
  5.98343189]"
