12,True,4.768662615329291,[23.87074885],[5.86237539],[27.56096569  9.62402314 34.42725771],"[5.94347129 5.81490361 5.90103021 5.15062034 6.09080791 4.76866262
 7.36713176]"
13,True,14.028442455704468,[31.74634673],[16.13801151],[32.47873705 28.35839657 30.57383498 32.5049703  34.81579477],[14.02844246 15.88232955 15.1304025  19.23633263 16.41255043]
14,True,3.7681885077210424,[31.12413785],[5.94122785],[31.12413785],"[4.20082781 6.011032   4.36418757 6.10625601 6.08059862 6.86306818
 7.06847279 3.76818851 9.0084192 ]"
15,True,9.37580464386675,[28.93377767],[10.54580909],[23.88285868 31.48574522 31.4327291 ],"[ 9.71039724 13.01260562  9.6334875   9.37580464  9.84385412 10.60656348
 11.637951  ]"
16,True,6.317936923210581,[29.70263917],[7.7458646],[30.41111336 28.99416497],"[10.33708821  7.06236625  7.41825178  8.08338057  8.16144904  7.60369505
  6.31793692  6.98274894]"
17,True,10.887372230967735,[30.30098764],[12.90847605],[32.91591068 30.59262415 27.32860347 30.36681226],[12.69523076 12.24951585 13.60314107 13.97198223 10.88737223 14.04361419]
18,True,14.711426814165602,[32.179279],[16.25201538],[33.48927914 30.69630865 32.71338454 28.82281191 35.17461077],[17.6868852  15.22965754 16.53320341 17.09890392 14.71142681]
19,True,9.391142876264666,[21.93283047],[11.63774266],[33.61822215  9.78495692 31.66765632 12.66048651],[11.29282413 12.67362998  9.39114288 10.38505497 13.56481913 12.51898488]
20,True,6.175937139802901,[20.6532823],[8.04107618],[34.14600165 18.11464751  9.69919774],"[ 8.1555446   9.72437194  7.24972799  6.17593714 11.72719612  6.24988445
  7.00487101]"
21,True,7.095602443114252,[22.98424879],[8.53610112],[37.28024356 11.4854417  31.91985968 11.2514502 ],[9.61358099 9.77059589 7.09560244 8.89693803 7.15617134 8.68371804]
22,True,5.9702714994275325,[23.815103],[7.817624],[31.34558301  8.72210896 31.37761704],"[ 6.7150331   6.80631016  6.80134506  5.9702715   8.29763109  8.19349809
 11.93927903]"
23,True,12.710209527912582,[33.55194011],[14.27504186],[32.93262207 33.31316167 34.41003659],"[13.52639629 13.16521757 14.35651309 12.71020953 19.45144361 12.80906343
 13.90644953]"
24,True,13.674968473919389,[30.95576224],[17.97811798],[29.87341035 32.72307807 32.75243341 28.47412712],[14.97041652 30.12938196 14.27403153 15.27907928 13.67496847 19.54083012]
25,True,5.660666604930931,[19.52309629],[7.86004241],[29.65033467  6.38532032  9.7474612  32.30926896],[9.83989127 5.6606666  7.98360087 9.15280664 6.28507244 8.23821664]
26,True,8.519185084962391,[26.94508572],[13.03941703],[13.30903503 30.73678455 36.78943757],"[ 8.51918508  9.90359437 27.48087513 10.21521811 13.1952308  12.38087098
  9.58094476]"
27,True,11.954160513614632,[29.26106078],[15.05879721],[29.98908458 35.37784604 15.39657268 33.21550294 32.32629766],[14.11413607 11.95416051 14.77427563 16.34288886 18.10852498]
28,True,12.445687113134749,[28.98649044],[15.39893348],[15.86697508 32.27905879 32.60464767 32.98195787 31.19981281],[12.44568711 16.06887207 16.84907886 14.76666432 16.86436503]
29,True,7.6425246575020545,[24.44828036],[10.01350278],[30.89133872 31.56911281 10.88438956],"[ 9.00244221 11.7083112  10.97715596  7.64252466  9.95709942 10.6311977
 10.17578831]"
30,True,7.58607074004718,[31.60413632],[9.7841808],[26.30577113 31.03273263 37.47390519],"[ 7.58607074 10.69836655  9.28595602  8.18070883 13.38844046  8.34238513
 11.00733785]"
31,True,10.709536484148007,[62.7449664],[12.16478149],[118.20986677  32.32850433  37.69652809],"[10.70953648 11.20105262 10.99135327 11.74103815 16.60377991 11.83133118
 12.07537882]"
32,True,8.702059397356223,[26.15777182],[10.09559426],[28.56571632 28.24723046 36.66892641 11.14921407],[ 9.74511592 11.26532337  8.7020594  10.28856769  9.91029196 10.66220721]
33,False,5.672705274369676,[6.67996663],[7.03417387],[5.67481914 6.90585972 7.49458488 6.64460277],[7.31387918 6.46264182 8.64936098 5.67270527 6.50223302 7.60422294]
34,True,11.67195338387858,[28.08257541],[14.03069109],[34.26534911 30.71041893 14.71737598 27.12208528 33.59764775],[15.70460558 12.44632338 11.67195338 13.02578911 17.30478399]
35,True,6.38265800712081,[11.84735072],[7.59953372],[ 7.03957698  7.6317892   6.66256357  9.08579266 28.81703119],[7.71614547 6.38265801 7.32669652 8.84352775 7.72864085]
36,True,14.8985799030268,[32.90446838],[17.18886844],[36.14114    32.6557139  32.27673286 30.54428674],[17.76702024 17.93049244 16.82555311 20.04761203 14.8985799  15.6639529 ]
37,True,7.970914524030654,[19.31691712],[10.31582498],[31.85697628 10.88582241 29.57723683 12.26903855 11.99551156],[13.57596535  9.12118541 10.26305965 10.64799995  7.97091452]
