fl_iter,main_task_acc,backdoor_acc,raw_task_acc,adv_norm_diff,wg_norm
225,83.51,80.61224489795919,89.4,0.0,36.14542007446289
226,82.73,71.93877551020408,85.2,0.0922510027885437,36.13820266723633
227,82.63,81.12244897959184,84.0,0.0,36.134483337402344
228,83.4,81.12244897959184,84.3,0.0,36.125587463378906
229,82.83,83.6734693877551,85.0,0.13621528446674347,36.118736267089844
230,83.06,79.08163265306122,86.9,0.0,36.1119270324707
231,82.57,82.14285714285714,83.4,0.0,36.10423278808594
232,82.49,84.6938775510204,87.9,0.0,36.09961700439453
233,82.59,85.71428571428571,87.4,0.03498613089323044,36.097049713134766
234,82.76,89.28571428571429,91.9,0.0,36.088348388671875
235,80.87,70.40816326530613,77.8,0.23517942428588867,36.08135986328125
236,82.51,87.24489795918367,86.1,0.47841525077819824,36.076717376708984
237,81.96,79.59183673469387,83.1,0.0,36.0689697265625
238,83.14,73.9795918367347,83.1,0.0,36.06303024291992
239,81.97,81.12244897959184,81.5,0.34942057728767395,36.055686950683594
240,83.29,79.08163265306122,84.7,0.0,36.052696228027344
241,82.26,74.48979591836735,79.7,0.0,36.04629135131836
242,83.22,81.12244897959184,87.1,0.0,36.04448699951172
243,83.25,87.24489795918367,86.0,0.0,36.040340423583984
244,82.37,85.71428571428571,87.5,0.04702271521091461,36.034236907958984
245,83.45,85.71428571428571,91.4,0.40295642614364624,36.02727508544922
246,83.55,82.65306122448979,89.1,0.0,36.02130889892578
247,82.24,73.46938775510205,87.6,0.0,36.014522552490234
248,83.18,90.81632653061224,93.2,0.23623040318489075,36.008270263671875
249,82.8,89.28571428571429,89.8,0.0,36.00031280517578
250,81.63,85.20408163265306,88.7,0.0,35.992088317871094
251,81.25,68.36734693877551,76.9,0.0571938157081604,35.99147033691406
252,82.98,86.22448979591837,90.5,0.0,35.985679626464844
253,82.14,82.65306122448979,88.5,0.0,35.98182678222656
254,80.75,68.36734693877551,86.8,0.0,35.979766845703125
255,82.45,90.81632653061224,92.0,0.0,35.97834777832031
256,83.33,87.24489795918367,89.9,0.0,35.97257614135742
257,83.5,75.0,84.5,0.0,35.96370315551758
258,83.23,83.6734693877551,87.5,0.0,35.96100997924805
259,83.46,85.20408163265306,88.4,0.0,35.9566650390625
260,83.31,84.18367346938776,90.1,0.0,35.94829559326172
261,82.91,78.57142857142857,89.1,0.03670162335038185,35.94276809692383
262,82.75,59.69387755102041,73.9,0.0,35.936161041259766
263,82.6,85.20408163265306,85.4,0.0,35.93300247192383
264,83.36,86.22448979591837,85.2,0.0,35.927955627441406
265,83.21,82.14285714285714,82.6,0.0,35.92083740234375
266,83.52,85.20408163265306,86.7,0.03440769016742706,35.91524887084961
267,83.22,86.73469387755102,90.0,0.0,35.90715789794922
268,83.24,75.0,87.8,0.0,35.90414047241211
269,82.16,75.0,80.6,0.0,35.8987922668457
270,83.61,81.12244897959184,85.5,0.0,35.894935607910156
271,83.52,83.16326530612245,86.9,0.07456254959106445,35.88849639892578
272,83.39,85.71428571428571,87.4,0.0,35.87906265258789
273,83.24,82.65306122448979,84.9,0.0,35.87065124511719
274,83.18,83.16326530612245,84.7,0.0,35.86343002319336
275,83.93,81.63265306122449,85.7,0.0,35.853607177734375
276,83.36,82.14285714285714,89.4,0.029924245551228523,35.846824645996094
277,81.93,73.46938775510205,84.9,0.0,35.841861724853516
278,83.44,83.6734693877551,90.9,0.2778126299381256,35.835025787353516
279,83.78,85.20408163265306,88.7,0.03987480327486992,35.828956604003906
280,83.17,75.51020408163265,88.3,0.0,35.82128143310547
281,82.17,71.42857142857143,84.2,0.0,35.81620788574219
282,81.6,61.734693877551024,81.7,0.0,35.81117248535156
283,82.76,92.85714285714286,93.4,0.0,35.80978775024414
284,83.64,86.22448979591837,90.7,0.0,35.80463409423828
285,83.46,79.08163265306122,88.4,0.0,35.796424865722656
286,82.62,82.65306122448979,85.9,0.08660899847745895,35.79068374633789
287,81.67,81.63265306122449,81.2,0.0,35.7876091003418
288,83.24,79.59183673469387,84.9,0.0,35.78382110595703
289,83.71,78.06122448979592,82.3,0.0,35.77839279174805
290,82.56,90.3061224489796,88.3,0.0,35.77119445800781
291,80.88,64.28571428571429,79.0,0.0,35.76628112792969
292,83.24,79.59183673469387,83.9,0.0,35.76348876953125
293,79.03,71.93877551020408,82.0,0.0,35.75898361206055
294,82.5,93.36734693877551,92.0,0.3122643232345581,35.75799560546875
295,82.88,89.79591836734694,92.0,0.0,35.75188446044922
296,82.97,87.75510204081633,91.2,0.0,35.74797821044922
297,83.22,80.10204081632654,88.2,0.0,35.74483871459961
298,83.13,88.77551020408163,93.6,0.0,35.739559173583984
299,83.72,80.10204081632654,87.5,0.0,35.73386764526367
300,84.02,81.12244897959184,88.4,0.0,35.727622985839844
