fl_iter,main_task_acc,backdoor_acc,raw_task_acc,adv_norm_diff,wg_norm
114,93.8675,16.0,98.3,2.203735828399658,10.459596633911133
115,94.185,13.0,97.075,2.107973337173462,10.471565246582031
116,93.97,13.0,96.925,2.1021769046783447,10.4755277633667
117,94.185,11.0,98.325,0.0,10.476996421813965
118,94.1925,11.0,98.225,2.331068515777588,10.474786758422852
119,93.8425,11.0,98.375,0.0,10.476574897766113
120,93.7125,11.0,98.0,0.0,10.488184928894043
121,93.84,12.0,95.0,0.0,10.491357803344727
122,93.1325,15.0,95.375,0.0,10.492104530334473
123,93.2175,15.0,96.05,0.0,10.488729476928711
124,92.93,15.0,95.975,0.0,10.492094039916992
125,92.6275,12.0,96.325,0.0,10.493341445922852
126,92.69,12.0,96.65,0.0,10.4971284866333
127,93.285,13.0,96.675,0.0,10.4989013671875
128,93.4325,12.0,96.7,2.224114179611206,10.500406265258789
129,93.1,14.0,97.175,0.0,10.506388664245605
130,93.195,12.0,97.075,0.0,10.506780624389648
131,94.0025,10.0,96.775,0.0,10.508503913879395
132,94.165,13.0,97.15,0.0,10.509013175964355
133,94.1375,15.0,97.325,0.0,10.51050090789795
134,94.3525,15.0,96.05,0.0,10.513753890991211
135,94.29,9.0,96.825,2.35249924659729,10.51547908782959
136,93.3,15.0,92.5,0.0,10.518075942993164
137,92.5175,18.0,94.975,0.0,10.520929336547852
138,93.02,20.0,96.75,0.0,10.525177955627441
139,93.2475,20.0,95.35,0.0,10.5259428024292
140,93.1275,26.0,95.15,0.0,10.526937484741211
141,93.6925,27.0,95.35,0.0,10.529730796813965
142,93.5675,27.0,96.775,0.0,10.532118797302246
143,93.35,40.0,96.375,0.0,10.533588409423828
144,93.145,30.0,96.25,0.0,10.534533500671387
145,93.085,14.0,98.9,0.0,10.537549018859863
146,93.33,14.0,98.6,0.0,10.541707992553711
147,93.2225,14.0,98.525,0.0,10.542803764343262
148,94.415,14.0,97.625,0.0,10.543903350830078
149,94.64,13.0,97.525,2.475562572479248,10.546891212463379
150,94.32,13.0,97.175,0.0,10.548198699951172
151,93.9675,16.0,97.75,0.0,10.550497055053711
152,93.935,13.0,97.625,0.0,10.550265312194824
153,93.865,16.0,97.825,0.0,10.551854133605957
154,93.3875,17.0,98.675,0.0,10.553513526916504
155,92.9775,21.0,98.65,0.0,10.554635047912598
156,92.855,21.0,98.575,0.0,10.556185722351074
157,93.98,10.0,95.975,0.0,10.556707382202148
158,94.3225,12.0,96.875,2.021028518676758,10.555776596069336
159,93.155,11.0,90.45,0.0,10.556951522827148
160,94.31,9.0,94.8,0.0,10.562142372131348
161,94.1725,10.0,95.3,0.0,10.569263458251953
162,94.245,10.0,95.675,0.0,10.569790840148926
163,94.8125,10.0,96.45,0.0,10.57156753540039
164,94.49,8.0,96.3,0.0,10.568809509277344
165,94.5025,8.0,96.85,0.0,10.570096969604492
166,94.525,7.0,96.775,0.0,10.572729110717773
167,94.3175,8.0,96.775,0.0,10.575397491455078
168,94.2325,10.0,97.775,0.0,10.577197074890137
169,94.6625,8.0,97.625,0.0,10.58239459991455
170,94.085,10.0,98.875,0.0,10.584065437316895
171,94.685,7.0,98.175,0.0,10.587803840637207
172,94.635,7.0,98.275,0.0,10.587594985961914
173,94.7025,9.0,98.225,0.0,10.588074684143066
174,94.72,9.0,98.175,0.0,10.590108871459961
175,94.8125,10.0,96.125,0.0,10.591846466064453
176,94.3375,9.0,94.725,0.0,10.595649719238281
177,93.86,9.0,94.925,0.0,10.601059913635254
178,93.7575,8.0,95.275,0.0,10.605706214904785
179,93.9675,8.0,95.45,2.5241267681121826,10.605403900146484
180,94.2,8.0,96.625,2.346489906311035,10.607392311096191
181,94.4475,8.0,97.2,0.0,10.609285354614258
182,94.4875,8.0,97.8,0.0,10.605998992919922
183,94.35,9.0,97.825,0.0,10.607389450073242
184,93.9675,11.0,94.5,0.0,10.608177185058594
185,94.115,11.0,94.675,2.2964704036712646,10.614913940429688
186,94.3925,10.0,94.975,0.0,10.614033699035645
187,94.595,10.0,95.025,0.0,10.615309715270996
188,94.8525,11.0,97.475,2.1633336544036865,10.614771842956543
189,94.9975,10.0,98.025,0.0,10.611150741577148
190,94.8425,11.0,98.025,1.9332948923110962,10.613443374633789
191,94.9225,12.0,97.875,0.0,10.61776065826416
192,94.92,10.0,97.85,0.0,10.621262550354004
193,94.89,10.0,97.525,0.0,10.622912406921387
194,93.7025,13.0,98.5,0.0,10.625683784484863
195,93.965,13.0,98.4,0.0,10.621943473815918
196,94.195,15.0,98.225,1.88441801071167,10.621983528137207
197,94.4675,13.0,97.55,0.0,10.626337051391602
198,94.41,12.0,97.175,0.0,10.630741119384766
199,94.395,11.0,97.425,2.044163703918457,10.632540702819824
200,94.055,13.0,98.3,0.0,10.633461952209473
201,94.5325,16.0,97.85,0.0,10.634583473205566
202,94.4075,17.0,98.625,0.0,10.631379127502441
203,94.135,16.0,98.5,0.0,10.632307052612305
204,94.7675,15.0,98.35,0.0,10.634583473205566
205,94.6525,16.0,98.625,2.3999104499816895,10.63626766204834
206,94.7775,16.0,98.5,0.0,10.638982772827148
207,94.4525,16.0,98.45,0.0,10.640681266784668
208,94.7625,12.0,98.625,2.186993360519409,10.642254829406738
209,94.8975,12.0,98.275,0.0,10.646398544311523
210,94.44,12.0,96.65,2.586664915084839,10.64818000793457
211,94.47,14.0,96.425,0.0,10.655043601989746
212,94.6625,15.0,97.025,1.9449162483215332,10.656471252441406
213,94.6975,8.0,98.3,0.0,10.65958309173584
214,94.58,8.0,98.65,0.0,10.664148330688477
215,94.3925,10.0,98.95,2.559840440750122,10.66537857055664
216,94.425,9.0,98.725,0.0,10.668362617492676
217,94.1425,9.0,98.675,2.113511085510254,10.665040016174316
218,93.7475,13.0,98.85,0.0,10.670011520385742
219,94.635,11.0,98.575,2.1595592498779297,10.669685363769531
220,94.415,11.0,99.1,0.0,10.671966552734375
221,93.535,9.0,98.675,0.0,10.675237655639648
222,94.2525,8.0,97.975,2.056549072265625,10.679908752441406
223,94.205,11.0,98.2,0.0,10.68090534210205
224,94.6275,9.0,98.25,0.0,10.681437492370605
225,94.6425,8.0,98.2,0.0,10.681406021118164
226,94.5225,11.0,98.05,2.378080368041992,10.681983947753906
227,94.2125,11.0,97.95,0.0,10.682520866394043
228,94.325,11.0,97.05,2.1981258392333984,10.683242797851562
229,94.1,14.0,97.1,2.352785587310791,10.684118270874023
230,94.41,16.0,97.85,2.0546927452087402,10.682915687561035
231,94.3775,18.0,97.875,0.0,10.686358451843262
232,94.38,19.0,98.175,2.233808994293213,10.6873140335083
233,94.785,19.0,98.075,0.0,10.688359260559082
234,94.7975,19.0,97.9,2.121103525161743,10.689695358276367
235,95.22,15.0,97.35,0.0,10.69049072265625
236,95.23,15.0,96.925,0.0,10.689878463745117
237,95.25,14.0,96.625,0.0,10.688946723937988
238,95.2925,13.0,97.1,0.0,10.690672874450684
239,95.2625,11.0,97.075,1.9664556980133057,10.690630912780762
240,95.3575,13.0,96.7,0.0,10.69158935546875
241,95.24,20.0,96.675,2.1343958377838135,10.694154739379883
242,95.23,18.0,96.075,0.0,10.697328567504883
243,95.34,18.0,96.975,1.667452096939087,10.696672439575195
244,95.46,17.0,97.6,0.0,10.697688102722168
245,95.39,17.0,97.425,0.0,10.697999954223633
246,95.1875,16.0,97.7,0.0,10.699042320251465
247,95.1025,13.0,97.45,0.0,10.701440811157227
248,95.3925,16.0,97.25,0.0,10.701814651489258
249,95.4,15.0,97.4,0.0,10.703097343444824
250,95.2725,16.0,97.45,0.0,10.704195976257324
251,95.2975,16.0,97.6,0.0,10.703835487365723
252,95.2725,16.0,97.55,0.0,10.704646110534668
253,95.2175,16.0,97.825,1.8645801544189453,10.705278396606445
254,95.36,15.0,97.725,1.9067397117614746,10.706883430480957
255,95.2125,15.0,97.45,0.0,10.710664749145508
256,94.9675,15.0,97.25,0.0,10.710877418518066
257,95.145,15.0,97.25,0.0,10.71129322052002
258,95.08,15.0,97.25,0.0,10.711956024169922
259,94.79,15.0,97.0,1.9764975309371948,10.712393760681152
260,94.9725,15.0,98.775,2.0650720596313477,10.711701393127441
261,94.5625,15.0,95.775,0.0,10.711576461791992
262,94.6225,18.0,96.55,0.0,10.716524124145508
263,94.9175,18.0,96.675,0.0,10.717672348022461
264,94.7675,18.0,95.95,0.0,10.718164443969727
265,95.0075,20.0,97.975,0.0,10.719307899475098
266,95.165,18.0,98.15,0.0,10.720243453979492
267,95.14,20.0,98.25,0.0,10.721344947814941
268,94.745,20.0,98.25,0.0,10.722223281860352
269,94.735,20.0,98.25,0.0,10.723557472229004
270,94.8775,20.0,98.475,0.0,10.723945617675781
271,94.885,18.0,98.4,0.0,10.724260330200195
272,95.2525,15.0,96.425,0.0,10.724869728088379
273,95.1075,15.0,96.775,0.0,10.727836608886719
274,95.0925,15.0,97.425,0.0,10.728538513183594
275,95.415,15.0,97.675,0.0,10.727381706237793
276,95.4075,15.0,97.675,2.012434482574463,10.728732109069824
277,95.445,15.0,97.7,1.8907015323638916,10.72945499420166
278,95.7225,17.0,97.825,1.9227901697158813,10.731431007385254
279,95.6475,18.0,97.725,0.0,10.731512069702148
280,95.605,18.0,97.7,0.0,10.733814239501953
281,95.6475,16.0,97.6,0.0,10.734662055969238
282,95.6775,15.0,97.025,0.0,10.737014770507812
283,95.77,15.0,97.3,0.0,10.740744590759277
284,95.7075,15.0,97.7,0.0,10.741602897644043
285,95.67,15.0,97.575,0.0,10.74384880065918
286,95.59,15.0,96.875,1.96556556224823,10.745796203613281
287,95.725,15.0,98.0,0.0,10.747664451599121
288,95.77,15.0,98.125,0.0,10.744427680969238
289,95.745,17.0,98.15,0.0,10.746965408325195
290,95.7125,16.0,98.175,2.2970340251922607,10.748542785644531
291,95.8625,18.0,97.95,2.1161956787109375,10.749611854553223
292,95.6525,19.0,98.225,2.2904770374298096,10.7511625289917
293,95.575,24.0,98.175,0.0,10.753915786743164
294,95.56,24.0,97.425,0.0,10.752334594726562
295,95.51,24.0,98.175,0.0,10.752975463867188
296,95.5075,24.0,98.2,0.0,10.753630638122559
297,95.5825,24.0,98.175,0.0,10.75381851196289
298,95.7725,17.0,97.5,0.0,10.754396438598633
299,95.73,16.0,97.425,0.0,10.757219314575195
300,95.595,22.0,98.15,0.0,10.759875297546387
