1,True,4.558711656399012,[6.49781718],[8.54578016],[6.66520904 5.40362948 6.63094446 7.29148573],[ 6.11282485  8.31973208  4.55871166  6.27157577 20.45296417  5.55887243]
2,True,4.27071701731694,[9.35076375],[6.26227754],[ 6.02962646  5.56217919  7.98555222 20.05356629  7.12289458],[9.2750723  5.84198471 5.46435348 4.27071702 6.45926019]
3,False,4.646069501627217,[8.44594395],[6.30083492],[ 7.70221495 10.89487525  6.74074165],"[4.6460695  7.0585956  6.99098997 6.08980675 6.203215   7.7761041
 5.34106353]"
4,True,3.8157566249188193,[9.4342266],[4.83758491],[ 5.32245475  8.35120062 22.89022108  4.41200318  6.1952534 ],[3.81575662 5.12199427 5.27047891 4.57713586 5.40255889]
5,True,5.3665261312995725,[11.44939645],[6.63423623],[ 7.42816917  8.81958448  7.26450295  9.69871548 24.03601017],[7.85876588 8.07213572 5.44217735 5.36652613 6.43157609]
6,True,4.925579076290184,[11.46298258],[5.97361004],[ 5.43917812 26.53400145 10.35820558  8.85205186  6.13147588],[4.92557908 5.94570597 7.76865181 6.08075719 5.14735618]
7,True,6.431288299336121,[20.73329821],[7.8449348],[26.14155792 24.24308083 11.81525588],"[9.00380975 6.4312883  8.09634085 8.30178124 7.92035232 7.45096316
 7.71000797]"
8,True,8.176848916247938,[21.97286248],[9.58056827],[25.84029128 12.15353292 27.92476323],"[ 9.76893397  9.04908133  8.17684892  9.84285779 10.0693425   9.02806796
 11.12884542]"
9,False,5.984803425369137,[9.3605291],[8.44171215],[11.21919756  6.4665903   8.98538308  9.96214616 10.16932841],[12.26304679  8.92548775  7.93203659  5.98480343  7.10318621]
10,True,5.631034198891612,[12.81764852],[8.34202638],[ 9.87152749  8.94318492 24.68187092  7.77401076],[ 9.86105094 10.66877374  9.75504218  6.10770714  8.02855009  5.6310342 ]
11,True,5.841239007878407,[13.21819817],[7.94722635],[ 9.65532506 10.03567608 23.81861365  9.36317788],[6.77038959 9.10755614 9.19305951 7.61532401 5.84123901 9.15578987]
12,True,3.791899135831663,[14.46310407],[5.05395866],[ 5.81636928  7.83004671 29.74289621],"[5.19505569 4.98995643 5.63090734 4.40617339 5.09587944 3.79189914
 6.2678392 ]"
13,False,3.9118716321698024,[13.30064363],[5.93681458],[ 6.97578656  4.76811619  4.89238463 36.56628713],[3.91187163 4.91872666 9.16609227 5.24629846 4.0332976  8.34460085]
14,False,4.488806932448853,[6.8259978],[7.4043962],[5.92147009 7.16730111 8.67932095 4.62213555 7.73976131],[ 4.48880693  6.20898398  6.85020333  7.9418277  11.53215906]
15,True,4.9039779090626325,[9.84306992],[6.40207983],[24.86163316  5.20893151  7.63573287  5.57689269  5.93215939],[7.37466196 7.76155819 5.22896002 4.90397791 6.74124106]
16,False,4.709593123041024,[7.52348985],[6.32493942],[7.86061198 6.95030684 7.75955074],"[7.09438317 6.06606914 6.71554008 4.70959312 5.54311596 8.83573985
 5.3101346 ]"
17,True,5.987484032013704,[13.1368701],[7.69321083],[ 8.84786907  8.02153524  9.91413904 27.72731497 11.17349217],[6.93559974 9.89101593 7.53229327 5.98748403 8.11966116]
18,True,6.663913261742209,[23.2379396],[7.97415839],[29.93410719  8.43913949 31.34057211],"[9.36579307 9.01234553 6.66391326 6.95401276 7.8694212  7.70460458
 8.24901833]"
19,True,7.911735228436431,[25.31926783],[10.28193809],[28.4081707  35.66665423 11.88297856],"[11.15811473 10.96652389  9.95185088  7.91173523 10.02825235 12.83194856
  9.125141  ]"
20,False,5.114564902297495,[8.6168711],[8.08247015],[ 8.54718314  8.62698292  7.71315153 12.18396957  6.01306832],[ 8.67061161 12.95802124  5.1145649   8.18453074  5.48462224]
21,False,5.297896684002367,[9.53723493],[6.77244427],[ 8.41340015 11.09329921  9.10500543],"[7.23333174 7.33119396 7.19820219 5.29789668 8.76585136 6.25422589
 5.32640804]"
22,True,7.3664968686620185,[12.93224346],[11.56591737],[12.8497692   8.54509472 12.30316503 18.03094488],[ 7.36649687  9.17460406  8.18430326  9.69777293 27.0640435   7.90828361]
23,False,5.149096757996805,[7.44798409],[7.67165983],[7.03174801 6.99209058 8.5840304  8.50392982 5.55378374 8.022322  ],[ 7.51462047 10.81205388  5.14909676  7.21086821]
24,True,5.704071313280657,[30.02076178],[8.60689574],[29.88461273 30.15691083],"[13.55208667  9.49402877  6.23032185  5.70407131  8.06769362  6.3076068
 11.41223989  8.08711703]"
25,True,4.571697727254993,[15.72546116],[6.72106891],[29.43439398  8.13621416  9.60577532],"[6.32528033 4.57169773 8.1061237  6.1190267  8.15047505 5.41378425
 8.36109464]"
26,True,6.26400962170279,[19.88026946],[9.05878349],[12.99705861 31.26265891  9.21666367 26.04469663],[ 6.26400962  7.40273409 10.44804489  9.66618769 12.29403091  8.27769374]
27,True,6.2627987288362235,[19.45758124],[8.79284215],[32.32936017 12.26475165 13.77863189],"[ 6.26279873 16.07558587  7.24218542 10.97334173  7.08667193  7.20735999
  6.7019514 ]"
28,False,5.551555493095275,[10.01099387],[8.52696043],[10.31740932  9.60803473 12.1227518   8.70466788  9.30210561],[ 5.55155549  8.63917194  9.4749211  10.77850983  8.1906438 ]
29,True,7.753173110499688,[17.00823928],[10.65146425],[11.74379886 12.91562581 31.54549686 11.8280356 ],[10.24694596 13.37306219  7.75317311  9.23215748 11.06626813 12.23717864]
30,False,3.9420855259895085,[5.1861051],[6.5762771],[5.63158089 5.47989006 4.44684436],"[3.94208553 6.05411454 5.55765097 5.53361285 7.90075067 8.36062471
 8.68510041]"
31,True,6.1592765440502255,[26.58001935],[8.19533831],[74.07007725  8.95159852 27.62141061  9.47643981 12.78057055],[8.80083786 7.78359611 9.70349869 6.15927654 8.52948234]
32,True,5.647336967294276,[14.55281103],[7.99067947],[ 8.78149209 27.33677905 27.67009101  8.98527387  8.0136849   6.52954528],[ 7.20007833  8.50136759  5.64733697 10.61393499]
33,False,7.6523861118447805,[9.14184963],[9.55320248],[ 7.98680361  9.17119685  7.65732079 11.75207728],[ 7.65238611  8.27946166 13.1021795  10.40589407  9.596665    8.28262851]
34,True,5.735712726053659,[21.99110139],[8.1332626],[27.69712658  7.80413973 30.47203785],"[9.205639   9.63648571 7.52344631 6.72754413 5.73571273 8.34435074
 9.75965956]"
35,True,5.634382534352966,[17.15419478],[7.65006292],[ 8.92608574 10.15049907 32.38599954],"[7.7608734  5.63438253 9.114281   7.01328012 8.47806799 8.35668073
 7.19287467]"
36,True,9.94665925862651,[15.53259029],[15.32382916],[15.58453624 15.48064434],"[12.11667119 15.88769823 12.09969891 10.83129278 14.43720112  9.94665926
 34.39408317 12.8773286 ]"
37,False,6.325916280347251,[9.75829603],[11.96245234],[ 7.92601708 10.40683746  9.35242012 11.34790947],[ 9.30272763 11.27950081  6.99142458 27.1042705  10.77087425  6.32591628]
38,False,6.420260860250135,[19.31097344],[8.10974585],[47.04357574  9.70595579 10.98948512 15.91150902 12.90434152],[ 7.21237812  8.61401874  7.47034314  6.42026086 10.8317284 ]
39,True,5.4694311406034055,[16.75986931],[9.54349956],[ 7.48216498 31.41246411 11.38497885],"[14.44478068  6.84178728 10.45588544 11.11086718  6.21423776  5.46943114
 12.26750746]"
40,True,6.060561563530776,[10.63529139],[11.97078332],[11.54374931 10.02669659  9.49126333 11.47945634],[ 7.23139486 10.75529054  6.90510409 32.61932681  8.25302205  6.06056156]
41,True,6.014896058554001,[14.12882467],[11.10381418],[10.79749637 19.08289586 12.50608177],"[ 9.18198202  7.08336586  6.01489606 30.33789904  8.64242645  9.7070357
  6.75909415]"
42,True,5.308678451065315,[23.22705021],[8.51281666],[38.84023852  7.61386191],"[ 6.50646078  8.15094031 11.98086431 10.32434571  7.32292664  8.94787693
  9.56044015  5.30867845]"
43,False,4.26811606219384,[6.12137796],[6.21774944],[4.57269127 7.74505894 7.05572807 5.16791784 6.06549368],[6.50679898 6.30945705 4.26811606 9.61465809 4.38971702]
44,False,6.046147760393573,[9.88306728],[8.85749125],[10.48383488 10.51410568  9.0532091   9.67094287  9.69324388],[ 7.47329774 11.2560901   8.13564272 11.37627792  6.04614776]
45,True,7.924385721224887,[10.18656889],[15.9908179],"[ 8.12081571 10.17703836 10.32455421  8.91359578 10.09727706 12.9486501
 10.72405099]",[ 7.92438572 12.78597227 27.26209569]
46,True,6.022382707294227,[17.5257882],[8.44065973],[ 7.86230819 12.09881448 17.88604907 32.25598105],[ 7.64627721  6.15993464  6.02238271  6.46510986 10.73229483 13.61795912]
47,True,7.171060830758922,[20.44975031],[10.3836274],[10.83317141 16.53285145 33.98322806],"[ 9.9708487   8.47628888  7.17106083 11.60501315 10.74117328 10.86819317
 13.85281377]"
48,False,5.001476978885396,[14.64480592],[7.26405019],[14.64480592],"[ 9.04382623  5.81493146  6.99977169  5.52351548  5.00147698  8.01884457
  7.46726674  6.700836   10.80598254]"
49,True,7.527992780970855,[18.12289286],[10.22632206],[28.57019082  9.3258274   9.33181282 34.39809484  8.98853841],[ 9.62515416 11.09397859  7.52799278 10.7484057  12.13607906]
50,False,6.407847291755317,[10.93710547],[10.35370182],[ 9.78936228 10.98267643 11.65452285 11.32186032],[11.88441806 14.56874302  8.1678107  12.50399441  8.58939746  6.40784729]
51,False,6.465464455487162,[10.86615869],[7.93050872],[12.89426049  9.94192849 13.85178337  8.33030622  9.31251485],[9.55569393 6.69938152 9.06289621 6.46546446 7.86910747]
52,False,5.803977541417282,[10.2548458],[8.37321779],[ 9.88722255  8.94066603 11.11151583  9.28120554 12.05361903],[ 7.55876124  6.85765062 12.26013514  5.80397754  9.38556439]
53,True,6.988311099962267,[35.17106336],[9.14445487],[32.22643213 38.11569459],"[11.78477933  8.92698742  6.9883111   7.56689939  7.66746392 11.04161544
  9.58770247  9.59187985]"
